Country,1996
BE,821
FR,78
BG,2
BN,2
JP,2
BI,2
BJ,19
ZA,490
JO,1
BR,2
BS,4
RU,10
NL,536
NO,3
NA,12
NE,5
NG,21
PG,1
GW,12
CI,30
GT,1
CN,2
GQ,1
CA,30
CG,5
CF,30
CD,10680
CZ,382
CY,1
GB,155
GA,20
PK,1
GN,604
GM,2
GL,1
TD,201
SA,11
GH,2
KE,5
SR,1
KN,2
ST,70
KR,2
BW,1
SN,3743
SL,2001
KY,2
SG,60
SE,6
SD,1
DO,2
DK,3
DE,79
HT,1
HK,6
CH,10
DZ,10
LB,1
CM,22409
PT,7
TR,13
TN,43
LU,1
LS,1
TH,1
TG,13
PH,243
ZM,1
AE,5
VG,2
EG,14
IR,1
IT,3
EC,1
AN,1
AR,1
AT,2
IN,5
ET,1
ZW,5
IE,274
ID,2
ES,230
MA,4
AO,29
ML,445
XX,84
US,487
MU,1
MT,2
UG,2
TZ,2
MY,1
MX,4
IL,1
